YEAR,MONTH,BEGIN_TIME,BEGIN_LAT,BEGIN_LON,STATE,EVENT_TYPE,FLOOD_CAUSE,EVENT_NARRATIVE,temperature_2m_mean,wind_speed_10m_mean,cloud_cover_mean,relative_humidity_2m_mean,dew_point_2m_mean,precipitation_sum,rain_sum,pressure_msl_mean,soil_moisture_0_to_10cm_mean,elevation
2009,8,2000,29.5998,-100.0017,TEXAS,Normal,,,30.596386,6.944282,24.421371,51.869133,19.895943,3.628345,0.0,1013.98456,0.2830117,413.0
2009,7,1519,32.5217,-95.417,TEXAS,Normal,,,27.005507,9.011663,3.149208,61.736107,19.729399,0.0,0.0,1018.229,0.33835945,158.0
2009,7,1540,32.2812,-95.3185,TEXAS,Normal,,,28.118603,8.374227,5.802006,62.258827,20.696955,0.0,0.0,1018.04376,0.30367497,147.0
2009,9,1428,30.84,-97.8,TEXAS,Normal,,,29.587996,14.434304,0.68712425,60.321632,21.396387,0.0,0.0,1014.38153,0.28054813,300.0
2009,4,1300,29.5275,-95.4966,TEXAS,Normal,,,14.974796,13.197044,0.0,53.683243,6.2677794,0.0,0.0,1017.7796,0.36333597,22.0
2009,8,1620,31.8955,-106.5882,TEXAS,Normal,,,29.926636,9.093163,67.29705,27.601856,8.7904215,0.0,0.0,1010.3578,0.033872817,1159.0
2009,4,2030,29.5184,-95.2231,TEXAS,Normal,,,20.899002,18.664549,0.0,61.53678,12.883612,0.0,0.0,999.50793,0.42992452,9.0
2009,4,2200,29.8246,-94.7303,TEXAS,Normal,,,20.60532,17.713457,0.0,64.69453,13.554418,0.0,0.0,999.3837,0.3694516,1.0
2009,4,425,30.6784,-96.3769,TEXAS,Normal,,,15.947163,11.570129,0.0,50.2248,5.8521004,0.0,0.0,1007.421,0.32277942,103.0
2009,8,1430,29.9848,-98.1076,TEXAS,Normal,,,28.980291,6.058145,62.61081,58.96272,20.278397,0.0,0.0,1014.10284,0.33203435,254.0
2009,8,1500,29.5735,-98.4052,TEXAS,Normal,,,29.327644,5.738602,59.78649,57.56845,20.511723,0.0,0.0,1014.0724,0.30898085,251.0
2009,9,1000,29.02,-99.05,TEXAS,Normal,,,29.836739,10.738463,54.122253,61.8285,22.695755,0.0,0.0,1012.274,0.29519328,230.0
2009,9,1105,30.82,-97.6,TEXAS,Normal,,,29.867916,10.37828,29.400776,55.203083,20.367212,0.0,0.0,1012.5832,0.28721994,263.0
2009,9,1230,28.8664,-99.1008,TEXAS,Normal,,,30.315828,11.613577,58.785065,59.705093,22.543829,0.0,0.0,1012.0465,0.31499895,183.0
2009,9,1255,30.83,-97.63,TEXAS,Normal,,,30.004417,10.303563,29.654757,55.203083,20.493952,0.0,0.0,1012.69543,0.28721994,242.0
2009,9,1320,28.7677,-99.0115,TEXAS,Normal,,,30.343462,11.613577,58.785065,60.115353,22.714258,0.0,0.0,1012.0465,0.31299058,169.0
2009,8,1625,32.49,-100.86,TEXAS,Normal,,,29.559702,13.181183,53.350113,48.419827,17.453066,0.8392036,0.8392036,1013.06976,0.17444536,685.0
2009,9,1331,30.7,-97.66,TEXAS,Normal,,,30.415277,10.782061,34.630074,56.020023,20.879215,0.0,0.8392036,1012.70264,0.2788574,215.0
2009,10,525,32.5694,-95.143,TEXAS,Normal,,,25.768118,11.467135,33.611,43.880684,12.701163,0.0,0.0,1015.25946,0.26873592,96.0
2009,9,1739,29.2031,-103.6055,TEXAS,Normal,,,29.470858,7.9278245,0.0,43.81311,15.609642,0.0,0.0,1009.5403,0.03234245,674.0
2009,10,530,33.3467,-95.2734,TEXAS,Normal,,,25.354433,10.7635565,28.076168,44.870106,12.634216,0.0,0.0,1015.5879,0.17416503,120.0
2009,10,535,32.9529,-95.1471,TEXAS,Normal,,,25.42208,10.885821,29.48944,45.13778,12.744269,0.0,0.0,1015.41656,0.28447497,134.0
2009,10,535,32.9857,-94.7447,TEXAS,Normal,,,25.277447,10.149284,39.635986,45.87008,13.052971,0.0,0.0,1015.5409,0.2747792,141.0
2009,10,535,32.59,-94.86,TEXAS,Normal,,,25.330833,10.850492,37.236458,44.597977,12.50432,0.0,0.0,1015.3731,0.24680641,132.0
2009,10,535,33.3616,-95.1155,TEXAS,Normal,,,25.26409,10.469852,28.204285,45.55646,12.795333,0.0,0.0,1015.61707,0.17937128,109.0
2009,10,1600,31.9047,-94.4203,TEXAS,Normal,,,21.561014,9.655375,0.0,42.744293,7.739444,0.0,0.0,1017.7811,0.29009527,119.0
2009,11,2330,28.085,-97.0577,TEXAS,Normal,,,20.61179,12.603169,95.38666,89.446945,18.849821,19.127073,19.127073,1021.18915,0.37185487,5.0
2009,9,1946,31.94,-106.44,TEXAS,Normal,,,25.989708,8.240033,0.0,26.425755,4.8636723,0.0,0.0,1013.2178,0.037141338,1259.0
2009,10,452,32.6627,-95.5454,TEXAS,Normal,,,25.95567,11.112761,31.89793,42.39669,12.487647,0.0,0.0,1015.20233,0.27654195,108.0
2009,10,522,32.2218,-95.3888,TEXAS,Normal,,,25.89953,11.801358,37.748493,42.45503,12.363969,0.0,0.0,1015.0206,0.2869453,138.0
2009,10,525,32.6071,-95.1471,TEXAS,Normal,,,25.631618,11.467135,33.611,43.880684,12.577688,0.0,0.0,1015.25946,0.26873592,117.0
2009,10,800,30.9063,-94.6291,TEXAS,Normal,,,26.110142,11.609239,40.086555,38.92717,11.385999,0.13099408,0.13099408,1014.1119,0.29063883,95.0
2009,10,900,29.8817,-93.9887,TEXAS,Normal,,,26.403074,13.460412,34.925217,59.12339,18.0395,0.0,0.0,1013.3224,0.19698286,2.0
2009,10,900,30.0964,-94.1353,TEXAS,Normal,,,25.709908,7.771129,17.021019,87.72652,25.339582,4.868202,4.868202,1006.54083,0.31104195,8.0
2009,10,1305,32.6766,-95.5618,TEXAS,Normal,,,21.13882,9.011529,0.0,39.834118,6.5969095,0.0,0.0,1018.8774,0.27822268,108.0
2009,10,1030,32.6547,-95.4255,TEXAS,Normal,,,20.617838,9.558531,0.0,41.83291,6.9507093,0.0,0.0,1018.6825,0.2867028,137.0
2009,10,1042,33.406,-94.1503,TEXAS,Normal,,,18.95001,9.656083,0.0,49.580414,8.08074,0.0,0.0,1018.9486,0.30864245,98.0
2009,10,1050,33.5254,-94.6263,TEXAS,Normal,,,19.034445,9.411482,0.0,46.74582,7.3897843,0.0,0.0,1019.0481,0.2960595,110.0
2009,10,800,30.1285,-94.171,TEXAS,Normal,,,25.492748,12.059554,29.15343,54.644363,16.152725,0.12833118,0.12833118,1013.6202,0.2711809,11.0
2009,10,1331,33.3396,-94.352,TEXAS,Normal,,,19.049603,9.594422,0.0,49.22371,8.08875,0.0,0.0,1018.92114,0.30321878,100.0
2009,10,1322,33.3629,-95.0839,TEXAS,Normal,,,18.957493,9.41851,0.0,46.56237,7.344733,0.0,0.0,1019.1326,0.20018658,112.0
2009,10,1345,32.9897,-95.0263,TEXAS,Normal,,,19.808659,9.61317,0.0,44.798996,7.3665094,0.0,0.0,1018.85596,0.27042452,125.0
2009,10,1354,32.6534,-95.0372,TEXAS,Normal,,,20.486391,9.5593405,0.0,41.98873,6.941673,0.0,0.0,1018.5194,0.27061918,119.0
2009,10,935,32.5787,-94.387,TEXAS,Normal,,,21.482195,10.375633,38.13509,56.901047,13.527518,0.0,0.0,1015.7892,0.26895443,107.0
2009,10,938,32.4889,-94.0492,TEXAS,Normal,,,21.453825,10.767817,32.162605,55.315147,13.285178,0.0,0.0,1015.6071,0.2321246,97.0
2009,10,815,33.0081,-94.6191,TEXAS,Normal,,,19.716295,9.877555,0.0,44.339424,7.2323575,0.0,0.0,1018.7473,0.29104042,127.0
2009,10,930,33.1928,-95.2425,TEXAS,Normal,,,19.805107,8.991656,0.0,43.144176,6.690202,0.0,0.0,1018.98047,0.2852255,137.0
2009,9,1803,28.4838,-97.7574,TEXAS,Normal,,,26.891994,10.571623,0.0,61.212677,19.105022,0.0,0.0,1013.157,0.20662847,92.0
2009,10,1730,30.8304,-95.1351,TEXAS,Normal,,,22.103985,14.945488,0.0,46.576553,11.788092,0.0,0.0,1012.17474,0.32934764,61.0
2009,10,958,33.44,-94.09,TEXAS,Normal,,,18.888653,9.638853,0.0,49.41516,7.9702377,0.0,0.0,1018.9878,0.29322392,109.0
2009,10,1113,33.528,-94.6438,TEXAS,Normal,,,18.975945,9.411482,0.0,46.74582,7.3363338,0.0,0.0,1019.0481,0.2960595,119.0
2009,10,1115,32.9765,-95.0407,TEXAS,Normal,,,19.834658,9.61317,0.0,44.798996,7.3901415,0.0,0.0,1018.85596,0.27042452,121.0
2009,10,1115,32.7423,-94.9878,TEXAS,Normal,,,20.505892,9.5593405,0.0,41.98873,6.9592595,0.0,0.0,1018.5194,0.27061918,116.0
2009,10,1234,32.5804,-94.3877,TEXAS,Normal,,,20.302937,10.687947,0.0,46.842808,8.389463,0.0,0.0,1018.2708,0.26689163,108.0
2009,12,1900,33.3702,-95.316,TEXAS,Normal,,,13.803466,15.693233,50.89164,81.32386,9.562926,1.778563,1.778563,1013.5075,0.3677766,105.0
2009,12,100,33.27,-95.7,TEXAS,Normal,,,8.31047,15.809563,0.0,43.216583,-2.996152,0.0,0.0,1019.97186,0.3603586,159.0
2008,12,1525,29.9847,-94.3382,TEXAS,Normal,,,14.526669,12.046205,17.56992,75.16472,10.025925,0.0,0.0,1011.11066,0.44327372,7.0
2009,4,1956,31.953,-102.1527,TEXAS,Normal,,,11.271099,11.056668,0.0,45.390915,0.5640968,0.0,0.0,1020.27094,0.13923678,869.0
2009,4,2150,35.1387,-101.8753,TEXAS,Normal,,,10.089839,22.467367,17.130497,28.266983,-8.1622305,0.09822243,0.09822243,1023.21765,0.15339877,1104.0
2009,4,2228,35.1955,-101.8192,TEXAS,Normal,,,9.8813505,22.869194,17.722097,28.794586,-8.102609,0.10097841,0.10097841,1023.3825,0.14815809,1108.0
2009,4,630,31.48,-98.15,TEXAS,Normal,,,20.75854,26.510519,5.415966,58.105595,12.459612,0.0,0.0,1003.49854,0.34365007,377.0
2009,4,636,32.589,-97.1194,TEXAS,Normal,,,20.320534,25.958029,0.0,62.94596,13.702468,0.0,0.0,1003.725,0.32091492,191.0
2009,4,2136,32.3978,-101.6347,TEXAS,Normal,,,15.651083,21.972834,0.0,28.402542,-2.067173,0.0,0.0,1019.745,0.15048641,794.0
2009,4,1415,29.68,-96.91,TEXAS,Normal,,,14.637577,15.575962,0.1868515,40.152794,0.86377114,0.0,0.0,1023.6793,0.39154303,109.0
2009,4,1710,30.9703,-96.2732,TEXAS,Normal,,,22.847523,17.059889,85.9086,84.232346,20.781065,3.2639217,3.2639217,1005.63995,0.29063275,113.0
2009,4,125,29.6308,-95.5206,TEXAS,Normal,,,23.827515,15.814313,90.050224,87.82264,22.94601,1.511606,1.511606,1006.12744,0.37628165,22.0
2009,4,2030,29.5681,-95.0235,TEXAS,Normal,,,21.227238,20.970554,0.0,64.02742,14.494155,0.0,0.0,999.4475,0.3597632,5.0
2009,4,2030,29.5264,-95.2578,TEXAS,Normal,,,20.889252,18.664549,0.0,60.856094,12.732965,0.0,0.0,999.50793,0.43284503,13.0
2009,4,1148,29.9079,-96.5685,TEXAS,Normal,,,14.308435,15.774344,0.0,40.7165,0.70039177,0.0,0.0,1023.61755,0.28083634,99.0
2009,4,1730,29.9198,-94.2747,TEXAS,Normal,,,13.261193,13.6531315,0.0,58.77771,6.3050637,0.0,0.0,1017.53723,0.3429084,8.0
2009,4,1905,32.0392,-102.058,TEXAS,Normal,,,11.107149,10.507405,0.0,44.99439,0.26805827,0.0,0.0,1020.5697,0.14529535,857.0
2009,4,1920,31.8357,-102.4435,TEXAS,Normal,,,11.36164,10.886668,0.0,45.325623,0.55981874,0.0,0.0,1020.1291,0.085267216,891.0
2009,4,1925,32.72,-102.6586,TEXAS,Normal,,,10.5176115,10.683564,0.0,37.15807,-3.154167,0.37463233,0.37463233,1019.8509,0.04820377,1011.0
2009,4,700,31.32,-99.2,TEXAS,Normal,,,22.392351,23.34757,0.45293427,44.094112,10.079045,0.0,0.0,1002.28107,0.29685733,502.0
2009,4,645,31.33,-99.6,TEXAS,Normal,,,23.278006,23.69209,0.0,39.059593,9.061578,0.0,0.0,1001.8315,0.24288124,490.0
2009,4,645,31.1355,-99.3144,TEXAS,Normal,,,22.337727,23.34757,0.45293427,44.72392,10.244426,0.0,0.0,1002.28107,0.30067337,521.0
2009,4,853,30.51,-100.9,TEXAS,Normal,,,22.206474,25.815214,24.150991,40.66935,8.390679,0.0,0.0,1002.1889,0.24507502,625.0
2009,4,1305,30.49,-99.45,TEXAS,Normal,,,21.937143,25.01553,20.458115,48.306236,11.183844,0.0,0.0,1002.86536,0.3279298,539.0
2009,4,1016,30.65,-100.26,TEXAS,Normal,,,21.433111,26.722492,10.724728,42.143852,8.368588,0.0,0.0,1002.54675,0.3249715,749.0
2009,4,1250,34.37,-101.75,TEXAS,Normal,,,11.533845,22.150518,34.831154,28.639893,-5.8830576,0.27118903,0.27118903,1022.2705,0.14627561,1060.0
2009,4,1034,30.67,-100.36,TEXAS,Normal,,,21.810167,26.722492,10.724728,41.81566,8.594924,0.0,0.0,1002.54675,0.3249715,700.0
2009,4,2030,27.1114,-99.4237,TEXAS,Normal,,,20.346968,10.214678,22.591423,29.649101,1.3061674,0.0,0.0,1023.6116,0.29257503,103.0
2009,4,2110,33.2813,-101.78,TEXAS,Normal,,,13.978305,20.069328,5.2331123,27.423687,-3.8629763,0.0,0.0,1021.1254,0.15618232,946.0
2009,4,1345,29.57,-97.15,TEXAS,Normal,,,14.707528,15.545,0.38550186,39.92507,0.86177623,0.0,0.0,1023.55426,0.3898129,119.0
2009,4,30,30.51,-99.85,TEXAS,Normal,,,22.366571,24.870588,17.299667,44.294056,10.175707,0.0,0.0,1002.64545,0.31640962,546.0
2009,4,700,31.45,-100.45,TEXAS,Normal,,,23.555254,27.467037,0.0,33.409492,6.6915455,0.0,0.0,1000.7854,0.16380304,565.0
2009,4,1438,29.6913,-97.0961,TEXAS,Normal,,,14.564258,15.575962,0.1868515,39.709015,0.65551883,0.0,0.0,1023.6793,0.3895094,133.0
2009,4,1234,33.8025,-97.7464,TEXAS,Normal,,,10.782267,21.986176,28.169487,53.604008,2.1861434,2.0692441,2.0692441,1016.54614,0.33345866,276.0
2009,4,1430,33.8966,-96.5945,TEXAS,Normal,,,11.633838,21.220415,40.70902,60.02231,4.1121454,0.83293605,0.83293605,1015.1317,0.41183773,186.0
2009,4,2000,33.8738,-97.4542,TEXAS,Normal,,,11.158887,22.0646,28.298225,54.986324,2.7352972,1.5126189,1.5126189,1016.00586,0.35601124,219.0
2009,4,2116,33.8738,-97.4542,TEXAS,Normal,,,11.158887,22.0646,28.298225,54.986324,2.7352972,1.5126189,1.5126189,1016.00586,0.35601124,219.0
2009,4,1530,31.6969,-96.5012,TEXAS,Normal,,,21.929028,17.340845,69.85333,84.22873,19.809095,18.572865,18.572865,1005.67126,0.30760828,164.0
2009,4,1236,30.8657,-96.5921,TEXAS,Normal,,,22.953682,16.068707,81.42456,85.6781,21.37108,3.4480896,3.4480896,1005.3538,0.29245165,88.0
2009,4,1830,33.8738,-97.4542,TEXAS,Normal,,,11.158887,22.0646,28.298225,54.986324,2.7352972,1.5126189,1.5126189,1016.00586,0.35601124,219.0
2009,4,1845,33.4452,-96.3367,TEXAS,Normal,,,11.848192,23.867691,42.452965,61.66233,4.404047,2.026602,2.026602,1014.0378,0.45135283,227.0
2009,4,1342,33.9046,-97.4632,TEXAS,Normal,,,11.132887,21.644974,27.986774,54.986324,2.7110424,1.5071917,1.5071917,1015.97473,0.35601124,223.0
2009,4,1423,33.7129,-97.4927,TEXAS,Normal,,,10.4855995,21.749165,28.022598,54.637478,2.1415625,2.046857,2.046857,1016.085,0.42543173,366.0
2009,4,1020,30.9,-94.82,TEXAS,Normal,,,18.770401,9.138181,61.55792,67.00952,12.967628,0.0,0.0,1023.91315,0.41761297,108.0
2009,4,1030,30.8165,-94.753,TEXAS,Normal,,,18.81972,9.3902235,62.31231,67.47048,13.132046,0.0,0.0,1023.9411,0.4168699,104.0
2009,4,1040,30.86,-95.05,TEXAS,Normal,,,18.99816,9.709185,61.88434,67.5566,13.310188,0.0,0.0,1023.8558,0.4157174,64.0
2009,4,1815,31.07,-96.4764,TEXAS,Normal,,,22.570223,17.25545,85.688835,83.802345,20.419458,3.2095473,3.2095473,1005.54816,0.29277244,157.0
2009,4,1300,32.3336,-96.3913,TEXAS,Normal,,,21.736414,17.004435,60.696156,85.14108,19.4261,14.103672,14.103672,1005.58795,0.313262,100.0
2009,4,1847,33.8966,-96.594,TEXAS,Normal,,,11.633838,21.220415,40.70902,60.02231,4.1121454,0.83293605,0.83293605,1015.1317,0.41183773,186.0
2009,4,1900,33.8966,-96.594,TEXAS,Normal,,,11.633838,21.220415,40.70902,60.02231,4.1121454,0.83293605,0.83293605,1015.1317,0.41183773,186.0
2009,4,900,31.3078,-96.895,TEXAS,Normal,,,14.149173,10.6862,0.0,53.661247,5.1156497,0.0,0.0,1017.2698,0.3072901,121.0
2009,4,900,31.6943,-96.5005,TEXAS,Normal,,,12.512582,10.666642,0.0,57.004585,4.243089,0.0,0.0,1017.34875,0.31618944,160.0
2009,4,15,30.4302,-99.6819,TEXAS,Normal,,,22.788723,24.96061,7.307781,44.372417,10.661776,0.0,0.0,1002.3496,0.29299313,537.0
2009,4,0,30.5,-99.77,TEXAS,Normal,,,22.96014,24.96061,7.307781,43.344017,10.464886,0.0,0.0,1002.3496,0.291014,511.0
2009,4,645,31.1225,-99.4308,TEXAS,Normal,,,22.841795,23.964113,0.0,40.988037,9.376702,0.0,0.0,1001.9442,0.30086336,543.0
2009,4,1400,29.5237,-95.1946,TEXAS,Normal,,,14.805975,13.636249,0.0,54.413757,6.323515,0.0,0.0,1017.6479,0.36848158,10.0
2009,4,1530,33.65,-97.38,TEXAS,Normal,,,10.921567,22.0646,28.298225,54.99516,2.5087566,1.5126189,1.5126189,1016.00586,0.45366022,303.0
2009,4,815,29.5766,-97.7176,TEXAS,Normal,,,16.499228,10.958119,0.0,49.503105,7.27365,0.0,0.0,1017.4981,0.28396437,152.0
2009,4,841,29.1,-97.28,TEXAS,Normal,,,16.90847,11.534358,0.0,49.02636,7.752301,0.0,0.0,1017.8361,0.25299248,64.0
2009,4,1330,30.2815,-98.4143,TEXAS,Normal,,,20.937674,24.442865,32.100876,61.982254,13.556038,0.0,0.0,1004.62463,0.33920804,368.0
2009,4,1400,29.67,-97.97,TEXAS,Normal,,,21.322376,19.846016,38.645588,67.648865,15.36663,0.0,0.0,1005.7893,0.35319686,180.0
2009,4,1037,31.2228,-96.6007,TEXAS,Normal,,,22.3121,17.055277,71.01157,85.76697,20.46331,8.065327,8.065327,1005.46313,0.3086048,151.0
2009,4,1112,31.6863,-96.369,TEXAS,Normal,,,21.976664,16.49133,69.99536,84.50093,19.909859,18.784222,18.784222,1005.7388,0.30678296,152.0
2009,4,1510,31.8017,-96.4902,TEXAS,Normal,,,21.981085,17.340845,69.85333,84.21001,19.859497,18.572865,18.572865,1005.67126,0.30594927,147.0
2009,4,1605,31.8344,-96.8067,TEXAS,Normal,,,21.712204,18.003231,61.567177,84.98547,19.34788,11.676763,11.676763,1005.3269,0.39767763,187.0
2009,4,630,31.1385,-98.1999,TEXAS,Normal,,,20.655134,25.190529,11.783989,59.714466,12.769805,0.0,0.0,1003.7846,0.3596187,385.0
2009,4,830,31.0922,-97.7202,TEXAS,Normal,,,20.58851,24.385557,18.674637,65.037384,13.991505,0.0,0.0,1004.57587,0.37831908,264.0
2009,4,930,31.5663,-97.9692,TEXAS,Normal,,,20.891304,25.799847,6.279331,58.393085,12.647063,0.0,0.0,1003.52856,0.34408233,319.0
2009,4,750,29.2629,-97.7572,TEXAS,Normal,,,16.921026,11.119212,0.0,48.196274,7.4692345,0.0,0.0,1017.7372,0.35850775,117.0
2009,4,800,30.21,-96.96,TEXAS,Normal,,,16.111855,10.986983,0.0,47.51277,5.0127764,0.0,0.0,1017.49335,0.28056896,126.0
2009,4,1206,33.8966,-96.5945,TEXAS,Normal,,,11.633838,21.220415,40.70902,60.02231,4.1121454,0.83293605,0.83293605,1015.1317,0.41183773,186.0
2009,4,1530,29.097,-97.2918,TEXAS,Normal,,,21.552042,22.791645,46.057163,76.20104,17.655066,0.32863185,0.32863185,1006.3368,0.26817226,58.0
2009,4,1300,30.0014,-98.8825,TEXAS,Normal,,,20.247715,21.016312,36.88919,64.082726,13.4551735,0.0,0.0,1004.98065,0.34579,474.0
2009,4,2100,33.7129,-97.4927,TEXAS,Normal,,,10.4855995,21.749165,28.022598,54.637478,2.1415625,2.046857,2.046857,1016.085,0.42543173,366.0
2009,4,2029,31.71,-98.99,TEXAS,Normal,,,18.155497,14.166911,0.0,51.901073,8.114814,0.0,0.0,1019.2228,0.1636874,417.0
2009,4,1823,29.2007,-102.9741,TEXAS,Normal,,,28.638214,5.4220734,0.0,16.325886,1.5545477,0.0,0.0,1011.5972,0.00768305,599.0
2009,5,1533,30.904,-102.8787,TEXAS,Normal,,,26.949505,19.593113,58.037167,52.612896,17.06724,1.537465,1.537465,1008.63336,0.14596757,902.0
2009,4,700,32.9286,-95.7194,TEXAS,Normal,,,13.439082,11.874246,44.08752,62.76055,6.2099996,0.0,0.0,1026.7332,0.39786574,137.0
2009,4,1823,32.73,-96.29,TEXAS,Normal,,,15.72238,15.391623,0.0,67.87385,9.400899,0.0,0.0,1017.63605,0.31515583,160.0
2009,4,1830,32.8773,-96.0109,TEXAS,Normal,,,15.374379,15.29205,0.0,69.38851,9.656642,0.0,0.0,1018.5355,0.35470366,144.0
2009,4,600,32.6249,-96.3391,TEXAS,Normal,,,14.182141,14.114162,42.915913,61.144653,6.7071514,0.0,0.0,1026.1531,0.3019107,126.0
2009,4,2200,32.9931,-95.8334,TEXAS,Normal,,,15.382975,14.024611,0.0,68.65921,9.511317,0.0,0.0,1018.6162,0.3216933,140.0
2009,4,2030,33.1962,-97.011,TEXAS,Normal,,,15.831458,19.696918,0.0,62.16043,9.006099,0.0,0.0,1017.9644,0.28491145,156.0
2009,4,600,32.9817,-95.8774,TEXAS,Normal,,,13.398733,13.380187,48.12016,60.79322,5.8714633,0.0,0.0,1026.6493,0.31436095,152.0
2009,4,1015,30.91,-94.84,TEXAS,Normal,,,18.880901,9.138181,61.55792,67.00952,13.072922,0.0,0.0,1023.91315,0.41761297,91.0
2009,4,925,33.4854,-94.0952,TEXAS,Normal,,,17.375753,9.231308,0.0,77.39276,13.353445,0.0,0.0,1018.4027,0.44383106,108.0
2009,4,925,33.3489,-94.2641,TEXAS,Normal,,,17.785246,9.215055,0.0,77.24156,13.75401,0.0,0.0,1018.31757,0.46470866,86.0
2009,4,115,33.4724,-95.0764,TEXAS,Normal,,,17.44116,9.972644,0.0,77.45338,13.345909,0.0,0.0,1018.0705,0.36903027,129.0
2009,4,2231,33.6634,-96.6191,TEXAS,Normal,,,16.229149,10.465122,0.0,66.56216,9.94373,0.0,0.0,1018.3852,0.36849546,234.0
2009,4,545,33.5286,-94.6136,TEXAS,Normal,,,17.495739,9.590971,0.0,76.50929,13.211933,0.0,0.0,1018.2338,0.4491233,112.0
2009,4,559,33.4813,-95.2041,TEXAS,Normal,,,17.429604,9.96756,0.0,78.480255,13.523855,0.0,0.0,1017.89825,0.38156277,139.0
2009,4,115,33.6647,-94.9397,TEXAS,Normal,,,17.652891,10.288272,0.0,76.368195,13.293033,0.0,0.0,1018.09155,0.4421406,124.0
2009,4,130,33.45,-94.78,TEXAS,Normal,,,17.595186,9.779353,0.0,77.35614,13.4747095,0.0,0.0,1018.1518,0.45883054,109.0
2009,4,559,33.73,-95.06,TEXAS,Normal,,,17.641308,10.288272,0.0,76.294464,13.3045225,0.0,0.0,1018.09155,0.3563487,139.0
2009,4,800,33.71,-94.93,TEXAS,Normal,,,17.626892,10.288272,0.0,76.368195,13.267845,0.0,0.0,1018.09155,0.4421406,128.0
2009,4,800,33.7418,-95.0829,TEXAS,Normal,,,17.667307,10.288272,0.0,76.294464,13.329708,0.0,0.0,1018.09155,0.3563487,135.0
2009,4,2030,33.1398,-97.1002,TEXAS,Normal,,,15.783675,19.696918,0.0,61.295235,8.762104,0.0,0.0,1017.9644,0.2888652,190.0
2009,4,2233,32.9255,-96.7817,TEXAS,Normal,,,15.898654,19.842148,0.0,62.908394,9.062922,0.0,0.0,1018.10675,0.38838428,163.0
2009,4,815,33.5598,-94.5113,TEXAS,Normal,,,17.3502,9.590971,0.0,77.35845,13.210754,0.0,0.0,1018.2338,0.45911554,105.0
2009,4,2029,33.3041,-96.901,TEXAS,Normal,,,15.457613,20.054543,0.0,61.615067,8.404907,0.0,0.0,1018.6604,0.3860641,170.0
2009,4,2029,33.1019,-97.2218,TEXAS,Normal,,,15.863995,19.935345,0.0,60.558765,8.849824,0.0,0.0,1017.77655,0.29782215,211.0
2009,4,2200,32.9176,-96.9241,TEXAS,Normal,,,16.171701,20.482578,0.0,62.01217,9.28043,0.0,0.0,1017.9455,0.37791976,136.0
2009,4,300,32.9879,-96.33,TEXAS,Normal,,,13.583626,13.928047,59.46327,58.043198,5.32139,0.0,0.0,1026.6033,0.29962683,164.0
2009,4,2037,33.0069,-97.1997,TEXAS,Normal,,,16.000933,19.72337,0.0,60.65586,8.817277,0.0,0.0,1017.83954,0.29785666,183.0
2009,4,2038,33.2292,-96.6629,TEXAS,Normal,,,15.279091,19.230865,0.0,62.073723,8.286516,0.0,0.0,1018.819,0.41791648,208.0
2009,5,1059,30.6601,-97.0398,TEXAS,Normal,,,26.414759,17.854383,56.454052,68.644714,20.528578,0.61813164,0.61813164,1011.0729,0.20146152,146.0
2009,4,1825,33.0231,-96.7562,TEXAS,Normal,,,15.51526,19.842148,0.0,63.195465,8.776235,0.0,0.0,1018.10675,0.3902318,217.0
2009,4,2020,32.7372,-96.6318,TEXAS,Normal,,,15.975093,18.515245,0.0,65.07913,9.309138,0.0,0.0,1017.38116,0.39799213,156.0
2009,4,1100,30.9941,-94.617,TEXAS,Normal,,,18.92692,8.897768,64.43689,68.50459,13.446458,0.0,0.0,1023.9818,0.4237046,54.0
2009,4,1030,30.8985,-94.0164,TEXAS,Normal,,,18.708366,8.566332,73.872215,70.50267,13.574692,0.0,0.0,1024.0508,0.4185208,71.0
2009,4,650,32.8386,-95.9354,TEXAS,Normal,,,14.09911,14.118154,35.23273,62.123,6.9612503,0.0,0.0,1026.2104,0.33967048,131.0
2009,4,1659,32.7415,-97.23,TEXAS,Normal,,,16.190413,19.669683,0.0,61.777256,9.450359,0.0,0.0,1016.9613,0.27010652,207.0
2009,4,1748,32.6612,-96.8841,TEXAS,Normal,,,15.9055195,19.72876,0.0,63.569077,9.24408,0.0,0.0,1017.22,0.376064,215.0
2009,4,1816,33.1424,-97.0598,TEXAS,Normal,,,15.835675,19.696918,0.0,61.295235,8.811175,0.0,0.0,1017.9644,0.2888652,182.0
2009,4,800,30.693,-94.0596,TEXAS,Normal,,,19.475857,7.737789,42.95692,70.90679,14.275455,0.0,0.0,1023.6493,0.35695052,40.0
2009,4,545,33.4768,-94.433,TEXAS,Normal,,,17.379148,9.590971,0.0,77.18059,13.215192,0.0,0.0,1018.2338,0.44416896,118.0
2009,4,650,32.9286,-95.7194,TEXAS,Normal,,,13.439082,11.874246,44.08752,62.76055,6.2099996,0.0,0.0,1026.7332,0.39786574,137.0
2009,4,610,32.9816,-95.8784,TEXAS,Normal,,,13.463733,13.380187,48.12016,60.79322,5.9327726,0.0,0.0,1026.6493,0.31436095,142.0
2009,4,2100,32.9842,-96.2983,TEXAS,Normal,,,15.465837,17.338598,0.0,66.010605,9.20554,0.0,0.0,1018.38885,0.31439725,169.0
